asset,feature_mode,number_of_features,selected_components,variance_explained,cross_validation_rmse,pca_rmse,pca_mae,pca_r_squared,pca_directional_accuracy,pca_prediction_correlation,zero_rmse,previous_return_rmse,ridge_rmse,ridge_r_squared,ridge_directional_accuracy,pca_beats_zero,pca_beats_previous_return,pca_beats_ridge,strategy_total_return,strategy_sharpe,average_turnover
FWWG,other_assets_only,50,1,0.23422746695150926,0.01510545954479916,0.014290128233373313,0.011638568156029601,-0.01928433073532232,0.465,0.044958124201108805,0.014220894565020962,0.020574920992548932,0.014996269287383183,-0.12250828942506287,0.475,False,True,True,-0.2556123257961781,-1.5378226804029356,0.005
EELT,other_assets_only,50,1,0.2372458814527068,0.034045190062152814,0.034546126528019146,0.0277388548531196,-0.005671466646981704,0.565,-0.004909863203378737,0.03452821816873102,0.049100060885699695,0.03490904757750274,-0.02691242816099071,0.59,False,True,True,0.032976586600902635,0.3484959330206779,0.945
HRND,other_assets_only,50,1,0.23684816983441442,0.02965423194527884,0.025780792608487223,0.02002996341090113,-0.01580323493697766,0.555,0.05880064493531809,0.025761665686070644,0.038042675285466024,0.026813228325742247,-0.09879145627602748,0.505,False,True,True,0.4722449302741263,1.3979186448458456,0.985
AETS,other_assets_only,50,1,0.23651985252860305,0.03295868614892936,0.03199842151877892,0.02508366553971719,0.0012638042153466644,0.57,0.07404341634185173,0.032058714067682986,0.041782015894296066,0.032627361136665,-0.038383023868262534,0.525,True,True,True,1.1535895191901528,2.1689332089922644,0.985
ULXY,other_assets_only,50,2,0.2907637712112077,0.028168494522870735,0.02979771092247794,0.024035918786703317,-0.04179984679517057,0.47,-0.08810999903973951,0.02921068742588674,0.04320291114534083,0.03152014796801066,-0.1657219635801941,0.47,False,True,True,-0.3219305604145901,-0.8215422429223148,1.005
BLBT,other_assets_only,50,1,0.23363295684120156,0.01224496116644455,0.012637245472773445,0.010037094916524167,-0.03327947907221862,0.43,-0.034757564098643876,0.012513845156797241,0.01807113051533136,0.012645115598864477,-0.034566875445036116,0.515,False,True,True,-0.22379132534130053,-1.5104879970102112,0.025
BENI,other_assets_only,50,2,0.28595053294588707,0.011502238981500075,0.01198172108955993,0.009562121369599502,-0.02039301712383601,0.505,-0.004493491784673144,0.01193704132086062,0.01617716277303604,0.011999577867045657,-0.023436738232597287,0.545,False,True,True,-0.0994310512370965,-0.600306266706018,0.925
ITPA,other_assets_only,50,1,0.2344632173973756,0.015883317635214316,0.015108403440603308,0.012083143530081638,0.008569599216832646,0.51,0.10804048840595748,0.015173651316132459,0.020976813468854286,0.016089919101640315,-0.124430989228558,0.39,True,True,True,0.14113682967810282,0.8098427362830791,0.665
HTRK,other_assets_only,50,5,0.37425152164208997,0.01822614011267332,0.01636754433717355,0.0131652143937735,-0.001967675197380281,0.565,0.06882980183780497,0.016373611479578366,0.023843861995035593,0.01691693576967635,-0.07036046495970405,0.53,True,True,True,0.32948366254559347,1.513531911588773,1.045
NGTE,other_assets_only,50,1,0.23507622104325818,0.022440450437895783,0.023111411543147022,0.01841120216363511,-0.007777927337994761,0.445,-0.03239319037170718,0.02307783097655103,0.033091186591996655,0.02348911942782229,-0.040987158090783904,0.51,False,True,True,-0.45432322506196965,-1.9078691670531034,0.865
ILVX,other_assets_only,50,1,0.23076208785581007,0.014252898997638541,0.013368371765323194,0.01111994814162832,0.01924726395384624,0.54,0.16453159828845307,0.013534517831645257,0.017266441481460556,0.013790441623591575,-0.043659541155281145,0.49,True,True,True,0.47290089503977484,2.398988869460691,0.565
FCSG,other_assets_only,50,1,0.2368674484727895,0.02450147725912442,0.023501509892839254,0.018360650961030515,0.003146136501315344,0.565,0.10752877198933503,0.02362163580533706,0.032107510160837,0.02363459772706665,-0.008176095263878969,0.545,True,True,True,0.673991293325999,1.9264105922775057,0.965
FARS,other_assets_only,50,5,0.376157721072371,0.015550389241215153,0.01818810677123676,0.014145534389253242,-0.004273603875267984,0.545,0.04260374380097287,0.01815643716550384,0.026288419505435548,0.017888558404738405,0.028533689277032925,0.545,False,True,False,-0.23472543394517353,-1.0240856486180507,0.725
MHRM,other_assets_only,50,5,0.37367453887198937,0.023086420559857528,0.022467726971714997,0.017524217179011963,-0.021694442083430854,0.51,0.015944071540482257,0.02228172676421396,0.029571703819951174,0.023118515721901427,-0.08173940635191657,0.5,False,True,True,0.0529426141672511,0.35993066465673934,1.025
EAFC,other_assets_only,50,1,0.23478367774915931,0.023022263165439632,0.02065013582702216,0.016221195450463098,-0.011426516746735116,0.52,0.09247995232953493,0.020699102122072058,0.027122499059285793,0.0211288841891891,-0.0588675413685007,0.49,True,True,True,0.2804178466124736,1.1118755005913257,0.945
